year	state	state_po	state_fips	state_cen	state_ic	office	candidate	party	main parties	writein	candidatevotes	totalvotes	version
1988	Nebraska	NE	31	46	35	US President	Bush, George H.W.	republican	republican	FALSE	397956	661465	20171015
1992	Nebraska	NE	31	46	35	US President	Bush, George H.W.	republican	republican	FALSE	343678	737546	20171015
1996	Nebraska	NE	31	46	35	US President	Dole, Robert	republican	republican	FALSE	363467	677415	20171015
2000	Nebraska	NE	31	46	35	US President	Bush, George W.	republican	republican	FALSE	433862	697019	20171015
2004	Nebraska	NE	31	46	35	US President	Bush, George W.	republican	republican	FALSE	512814	778186	20171015
2008	Nebraska	NE	31	46	35	US President	McCain, John	republican	republican	FALSE	452979	801281	20171015
2012	Nebraska	NE	31	46	35	US President	Romney, Mitt	republican	republican	FALSE	475064	794379	20171015
2016	Nebraska	NE	31	46	35	US President	Trump, Donald J.	republican	republican	FALSE	495961	844227	20171015
1976	Nebraska	NE	31	46	35	US President	McCarthy, Eugene \\"Gene\"\""	independent	other	FALSE	9383	606749	20171015
1976	Nebraska	NE	31	46	35	US President	Maddox, Lester	american independent party	other	FALSE	3378	606749	20171015
1976	Nebraska	NE	31	46	35	US President	Macbride, Roger	libertarian	other	FALSE	1476	606749	20171015
1980	Nebraska	NE	31	46	35	US President	Anderson, John B.	independent	other	FALSE	44854	639533	20171015
1980	Nebraska	NE	31	46	35	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	9041	639533	20171015
1984	Nebraska	NE	31	46	35	US President	Bergland, David	libertarian	other	FALSE	2079	652090	20171015
1984	Nebraska	NE	31	46	35	US President	Mason, Melvin	socialist workers	other	FALSE	1066	652090	20171015
1984	Nebraska	NE	31	46	35	US President	Serrette, Dennis	alliance	other	FALSE	1025	652090	20171015
1988	Nebraska	NE	31	46	35	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	2534	661465	20171015
1988	Nebraska	NE	31	46	35	US President	Fulani, Lenora	new alliance	other	FALSE	1740	661465	20171015
1992	Nebraska	NE	31	46	35	US President	Perot, Ross	independent	other	FALSE	174104	737546	20171015
1992	Nebraska	NE	31	46	35	US President	Other	independent	other	FALSE	1560	737546	20171015
1992	Nebraska	NE	31	46	35	US President	Marrou, Andre	libertarian	other	FALSE	1340	737546	20171015
1996	Nebraska	NE	31	46	35	US President	Perot, Ross	reform party	other	FALSE	71278	677415	20171015
1996	Nebraska	NE	31	46	35	US President	Browne, Harry	libertarian	other	FALSE	2792	677415	20171015
1996	Nebraska	NE	31	46	35	US President	Phillips, Howard	u.s. taxpayers party	other	FALSE	1928	677415	20171015
1996	Nebraska	NE	31	46	35	US President	Hagelin, John	natural law	other	FALSE	1189	677415	20171015
2000	Nebraska	NE	31	46	35	US President	Nader, Ralph	green	other	FALSE	24540	697019	20171015
2000	Nebraska	NE	31	46	35	US President		nominated by petition	other	FALSE	4114	697019	20171015
2000	Nebraska	NE	31	46	35	US President	Browne, Harry	libertarian	other	FALSE	2245	697019	20171015
2000	Nebraska	NE	31	46	35	US President		natural law	other	FALSE	478	967019	20171015
2004	Nebraska	NE	31	46	35	US President	Nader, Ralph	reform party	other	FALSE	5780	778186	20171015
2004	Nebraska	NE	31	46	35	US President	Badnarik, Michael	libertarian	other	FALSE	2041	778186	20171015
2004	Nebraska	NE	31	46	35	US President	Other	nebraska party	other	FALSE	1314	778186	20171015
2004	Nebraska	NE	31	46	35	US President	Cobb, David	green	other	FALSE	978	778186	20171015
2004	Nebraska	NE	31	46	35	US President	Other		other	TRUE	931	778186	20171015
2008	Nebraska	NE	31	46	35	US President	Nader, Ralph	independent	other	FALSE	5406	801281	20171015
2008	Nebraska	NE	31	46	35	US President	Baldwin, Charles \\"Chuck\"\""	nebraska party	other	FALSE	2972	801281	20171015
2008	Nebraska	NE	31	46	35	US President			other	TRUE	2837	801281	20171015
2008	Nebraska	NE	31	46	35	US President	Barr, Bob	libertarian	other	FALSE	2740	801281	20171015
2008	Nebraska	NE	31	46	35	US President	McKinney, Cynthia	green	other	FALSE	1028	801281	20171015
2012	Nebraska	NE	31	46	35	US President	Johnson, Gary	libertarian	other	FALSE	11109	794379	20171015
2012	Nebraska	NE	31	46	35	US President			other	TRUE	3717	794379	20171015
2012	Nebraska	NE	31	46	35	US President		nominated by petition	other	FALSE	2408	794379	20171015
2016	Nebraska	NE	31	46	35	US President	Johnson, Gary	libertarian	other	FALSE	38946	844227	20171015
2016	Nebraska	NE	31	46	35	US President			other	TRUE	16051	844227	20171015
2016	Nebraska	NE	31	46	35	US President	Stein, Jill	nominated by petition	other	FALSE	8775	844227	20171015
1976	Nevada	NV	32	88	65	US President	Carter, Jimmy	democrat	democrat	FALSE	92479	201876	20171015
1980	Nevada	NV	32	88	65	US President	Carter, Jimmy	democrat	democrat	FALSE	66666	243692	20171015
1984	Nevada	NV	32	88	65	US President	Mondale, Walter	democrat	democrat	FALSE	91655	282717	20171015
1988	Nevada	NV	32	88	65	US President	Dukakis, Michael	democrat	democrat	FALSE	132738	343133	20171015
1992	Nevada	NV	32	88	65	US President	Clinton, Bill	democrat	democrat	FALSE	189148	506318	20171015
1996	Nevada	NV	32	88	65	US President	Clinton, Bill	democrat	democrat	FALSE	203974	464279	20171015
2000	Nevada	NV	32	88	65	US President	Gore, Al	democrat	democrat	FALSE	279978	609426	20171015
2004	Nevada	NV	32	88	65	US President	Kerry, John	democrat	democrat	FALSE	397190	829587	20171015
2008	Nevada	NV	32	88	65	US President	Obama, Barack H.	democrat	democrat	FALSE	533736	967848	20171015
2012	Nevada	NV	32	88	65	US President	Obama, Barack H.	democrat	democrat	FALSE	531373	1014918	20171015
2016	Nevada	NV	32	88	65	US President	Clinton, Hillary	democrat	democrat	FALSE	539260	1125385	20171015
1976	Nevada	NV	32	88	65	US President	Ford, Gerald	republican	republican	FALSE	101273	201876	20171015
1980	Nevada	NV	32	88	65	US President	Reagan, Ronald	republican	republican	FALSE	155017	243692	20171015
1984	Nevada	NV	32	88	65	US President	Reagan, Ronald	republican	republican	FALSE	188770	282717	20171015
1988	Nevada	NV	32	88	65	US President	Bush, George H.W.	republican	republican	FALSE	206040	343133	20171015
1992	Nevada	NV	32	88	65	US President	Bush, George H.W.	republican	republican	FALSE	175828	506318	20171015
1996	Nevada	NV	32	88	65	US President	Dole, Robert	republican	republican	FALSE	199244	464279	20171015
2000	Nevada	NV	32	88	65	US President	Bush, George W.	republican	republican	FALSE	301575	609426	20171015
2004	Nevada	NV	32	88	65	US President	Bush, George W.	republican	republican	FALSE	418690	829587	20171015
2008	Nevada	NV	32	88	65	US President	McCain, John	republican	republican	FALSE	412827	967848	20171015
2012	Nevada	NV	32	88	65	US President	Romney, Mitt	republican	republican	FALSE	463567	1014918	20171015
2016	Nevada	NV	32	88	65	US President	Trump, Donald J.	republican	republican	FALSE	512058	1125385	20171015
1976	Nevada	NV	32	88	65	US President	Other		other	FALSE	5108	201876	20171015
1976	Nevada	NV	32	88	65	US President	Macbride, Roger	libertarian	other	FALSE	1519	201876	20171015
1976	Nevada	NV	32	88	65	US President	Maddox, Lester	american independent party	other	FALSE	1497	201876	20171015
1980	Nevada	NV	32	88	65	US President	Anderson, John B.	independent	other	FALSE	17651	243692	20171015
1980	Nevada	NV	32	88	65	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	4358	243692	20171015
1984	Nevada	NV	32	88	65	US President	Bergland, David	libertarian	other	FALSE	2292	282717	20171015
1988	Nevada	NV	32	88	65	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	3520	343133	20171015
1988	Nevada	NV	32	88	65	US President	Fulani, Lenora	new alliance	other	FALSE	835	343133	20171015
1992	Nevada	NV	32	88	65	US President	Perot, Ross	independent	other	FALSE	132580	506318	20171015
1992	Nevada	NV	32	88	65	US President	Gritz, James \\"Bo\"\""	populist	other	FALSE	2892	506318	20171015
1992	Nevada	NV	32	88	65	US President	Other		other	FALSE	2537	506318	20171015
1992	Nevada	NV	32	88	65	US President	Marrou, Andre	libertarian	other	FALSE	1835	506318	20171015
1992	Nevada	NV	32	88	65	US President	Phillips, Howard	independent american	other	FALSE	677	506318	20171015
1992	Nevada	NV	32	88	65	US President	Fulani, Lenora	independent	other	FALSE	483	506318	20171015
1992	Nevada	NV	32	88	65	US President	Hagelin, John	natural law	other	FALSE	338	506318	20171015
1996	Nevada	NV	32	88	65	US President	Perot, Ross	reform party	other	FALSE	43986	464279	20171015
1996	Nevada	NV	32	88	65	US President	None Of The Above		other	FALSE	5608	464279	20171015
1996	Nevada	NV	32	88	65	US President	Nader, Ralph	green	other	FALSE	4730	464279	20171015
1996	Nevada	NV	32	88	65	US President	Browne, Harry	libertarian	other	FALSE	4460	464279	20171015
1996	Nevada	NV	32	88	65	US President	Phillips, Howard	independent american	other	FALSE	1732	464279	20171015
1996	Nevada	NV	32	88	65	US President	Hagelin, John	natural law	other	FALSE	545	464279	20171015
2000	Nevada	NV	32	88	65	US President	Nader, Ralph	green	other	FALSE	15008	609426	20171015
2000	Nevada	NV	32	88	65	US President	Buchanan, Patrick \\"Pat\"\""	citizens first	other	FALSE	4747	609426	20171015
2000	Nevada	NV	32	88	65	US President	None Of These Candidates		other	FALSE	3315	609426	20171015
2000	Nevada	NV	32	88	65	US President	Browne, Harry	libertarian	other	FALSE	3311	609426	20171015
2000	Nevada	NV	32	88	65	US President	Phillips, Howard	independent american	other	FALSE	621	609426	20171015
2000	Nevada	NV	32	88	65	US President	Hagelin, John	natural law	other	FALSE	415	609426	20171015
2000	Nevada	NV	32	88	65	US President	Blank Vote		other	FALSE	282	609426	20171015
2000	Nevada	NV	32	88	65	US President	Over Vote		other	FALSE	174	609426	20171015
2004	Nevada	NV	32	88	65	US President	Nader, Ralph	independent	other	FALSE	4838	829587	20171015
2004	Nevada	NV	32	88	65	US President	Other		other	FALSE	3688	829587	20171015
2004	Nevada	NV	32	88	65	US President	Badnarik, Michael	libertarian	other	FALSE	3176	829587	20171015
2004	Nevada	NV	32	88	65	US President	Peroutka, Michael	independent american	other	FALSE	1152	829587	20171015
2004	Nevada	NV	32	88	65	US President	Cobb, David	green	other	FALSE	853	829587	20171015
2008	Nevada	NV	32	88	65	US President	None Of These Candidates		other	FALSE	6267	967848	20171015
2008	Nevada	NV	32	88	65	US President	Nader, Ralph	independent	other	FALSE	6150	967848	20171015
2008	Nevada	NV	32	88	65	US President	Barr, Bob	libertarian	other	FALSE	4263	967848	20171015
2008	Nevada	NV	32	88	65	US President	Baldwin, Charles \\"Chuck\"\""	independent american	other	FALSE	3194	967848	20171015
2008	Nevada	NV	32	88	65	US President	McKinney, Cynthia	green	other	FALSE	1411	967848	20171015
2012	Nevada	NV	32	88	65	US President	Johnson, Gary	libertarian	other	FALSE	10968	1014918	20171015
2012	Nevada	NV	32	88	65	US President	None Of These Candidates		other	FALSE	5770	1014918	20171015
2012	Nevada	NV	32	88	65	US President	Goode, Virgil Hamlin, Jr.	independent american	other	FALSE	3240	1014918	20171015
2016	Nevada	NV	32	88	65	US President	Johnson, Gary	libertarian	other	FALSE	37384	1125385	20171015
2016	Nevada	NV	32	88	65	US President	None Of The Above		other	FALSE	28863	1125385	20171015
2016	Nevada	NV	32	88	65	US President	Kopitke, Kyle Kenley	independent american	other	FALSE	5268	1125385	20171015
2016	Nevada	NV	32	88	65	US President	De La Fuente, Roque \\"Rocky\"\""	no party affiliation	other	FALSE	2552	1125385	20171015
1976	New Hampshire	NH	33	12	4	US President	Carter, Jimmy	democrat	democrat	FALSE	147645	339627	20171015
1980	New Hampshire	NH	33	12	4	US President	Carter, Jimmy	democrat	democrat	FALSE	108864	383990	20171015
1984	New Hampshire	NH	33	12	4	US President	Mondale, Walter	democrat	democrat	FALSE	120347	388904	20171015
1988	New Hampshire	NH	33	12	4	US President	Dukakis, Michael	democrat	democrat	FALSE	163696	450525	20171015
1992	New Hampshire	NH	33	12	4	US President	Clinton, Bill	democrat	democrat	FALSE	209040	537215	20171015
1996	New Hampshire	NH	33	12	4	US President	Clinton, Bill	democrat	democrat	FALSE	246166	496597	20171015
2000	New Hampshire	NH	33	12	4	US President	Gore, Al	democrat	democrat	FALSE	266348	569081	20171015
2004	New Hampshire	NH	33	12	4	US President	Kerry, John	democrat	democrat	FALSE	340511	678287	20171015
2008	New Hampshire	NH	33	12	4	US President	Obama, Barack H.	democrat	democrat	FALSE	384826	710970	20171015
2012	New Hampshire	NH	33	12	4	US President	Obama, Barack H.	democrat	democrat	FALSE	369561	710972	20171015
2016	New Hampshire	NH	33	12	4	US President	Clinton, Hillary	democrat	democrat	FALSE	348526	744296	20171015
1976	New Hampshire	NH	33	12	4	US President	Ford, Gerald	republican	republican	FALSE	185935	339627	20171015
1980	New Hampshire	NH	33	12	4	US President	Reagan, Ronald	republican	republican	FALSE	221705	383990	20171015
1984	New Hampshire	NH	33	12	4	US President	Reagan, Ronald	republican	republican	FALSE	267050	388904	20171015
1988	New Hampshire	NH	33	12	4	US President	Bush, George H.W.	republican	republican	FALSE	281537	450525	20171015
1992	New Hampshire	NH	33	12	4	US President	Bush, George H.W.	republican	republican	FALSE	202484	537215	20171015
1996	New Hampshire	NH	33	12	4	US President	Dole, Robert	republican	republican	FALSE	196486	496597	20171015
2000	New Hampshire	NH	33	12	4	US President	Bush, George W.	republican	republican	FALSE	273559	569081	20171015
2004	New Hampshire	NH	33	12	4	US President	Bush, George W.	republican	republican	FALSE	331237	678287	20171015
2008	New Hampshire	NH	33	12	4	US President	McCain, John	republican	republican	FALSE	316534	710970	20171015
2012	New Hampshire	NH	33	12	4	US President	Romney, Mitt	republican	republican	FALSE	329918	710972	20171015
2016	New Hampshire	NH	33	12	4	US President	Trump, Donald J.	republican	republican	FALSE	345790	744296	20171015
1976	New Hampshire	NH	33	12	4	US President	McCarthy, Eugene \\"Gene\"\""	independent	other	FALSE	4095	339627	20171015
1976	New Hampshire	NH	33	12	4	US President	Macbride, Roger	libertarian	other	FALSE	936	339627	20171015
1976	New Hampshire	NH	33	12	4	US President	Scattering		other	FALSE	603	339627	20171015
1976	New Hampshire	NH	33	12	4	US President	Larouche, Lyndon, Jr.	u.s. labor	other	FALSE	186	339627	20171015
1976	New Hampshire	NH	33	12	4	US President	Camejo, Peter	socialist workers	other	FALSE	161	339627	20171015
1976	New Hampshire	NH	33	12	4	US President	Julius \\"Jules\"\", Levin"	socialist labor	other	FALSE	66	339627	20171015
1980	New Hampshire	NH	33	12	4	US President	Anderson, John B.	independent	other	FALSE	49693	383990	20171015
1980	New Hampshire	NH	33	12	4	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	2064	383990	20171015
1980	New Hampshire	NH	33	12	4	US President	Commoner, Barry	citizens	other	FALSE	1320	383990	20171015
1980	New Hampshire	NH	33	12	4	US President	Hall, Gus	communist party use	other	FALSE	129	383990	20171015
1980	New Hampshire	NH	33	12	4	US President	Griswold, Deirdre	workers world	other	FALSE	76	383990	20171015
1980	New Hampshire	NH	33	12	4	US President	Deberry, Clifton	socialist workers	other	FALSE	71	383990	20171015
1980	New Hampshire	NH	33	12	4	US President			other	TRUE	68	383990	20171015
1984	New Hampshire	NH	33	12	4	US President	Bergland, David	libertarian	other	FALSE	735	388904	20171015
1984	New Hampshire	NH	33	12	4	US President	Larouche, Lyndon, Jr.	independent	other	FALSE	467	388904	20171015
1984	New Hampshire	NH	33	12	4	US President	Serrette, Dennis	alliance	other	FALSE	305	388904	20171015
1988	New Hampshire	NH	33	12	4	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	4502	450525	20171015
1988	New Hampshire	NH	33	12	4	US President	Fulani, Lenora	new alliance	other	FALSE	790	450525	20171015
1992	New Hampshire	NH	33	12	4	US President	Perot, Ross	independent	other	FALSE	121337	537215	20171015
1992	New Hampshire	NH	33	12	4	US President	Marrou, Andre	libertarian	other	FALSE	3548	537215	20171015
1992	New Hampshire	NH	33	12	4	US President	Fulani, Lenora	new alliance	other	FALSE	512	537215	20171015
1992	New Hampshire	NH	33	12	4	US President	Hagelin, John	natural law	other	FALSE	294	537215	20171015
1996	New Hampshire	NH	33	12	4	US President	Perot, Ross	reform party	other	FALSE	48387	496597	20171015
1996	New Hampshire	NH	33	12	4	US President	Browne, Harry	libertarian	other	FALSE	4214	496597	20171015
1996	New Hampshire	NH	33	12	4	US President	Phillips, Howard	u.s. taxpayers party	other	FALSE	1344	496597	20171015
2000	New Hampshire	NH	33	12	4	US President	Nader, Ralph	green	other	FALSE	22198	569081	20171015
2000	New Hampshire	NH	33	12	4	US President	Browne, Harry	libertarian	other	FALSE	2757	569081	20171015
2000	New Hampshire	NH	33	12	4	US President	Buchanan, Patrick \\"Pat\"\""	independence	other	FALSE	2615	569081	20171015
2000	New Hampshire	NH	33	12	4	US President			other	TRUE	1276	569081	20171015
2000	New Hampshire	NH	33	12	4	US President		constitution party	other	FALSE	328	569081	20171015
2004	New Hampshire	NH	33	12	4	US President	Nader, Ralph	independent	other	FALSE	4479	678287	20171015
2004	New Hampshire	NH	33	12	4	US President	Other		other	FALSE	1095	678287	20171015
2004	New Hampshire	NH	33	12	4	US President	Other		other	TRUE	965	678287	20171015
2008	New Hampshire	NH	33	12	4	US President	Nader, Ralph	independent	other	FALSE	3503	710970	20171015
2008	New Hampshire	NH	33	12	4	US President			other	TRUE	3359	710970	20171015
2008	New Hampshire	NH	33	12	4	US President	Barr, Bob	libertarian	other	FALSE	2748	710970	20171015
